id,value
"Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Photoreceptor Cells.Photoreceptor Cells, Vertebrate.Retinal Rod Photoreceptor Cells",A08.800.950.937.670.650
"Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Photoreceptor Cells.Photoreceptor Cells, Vertebrate.Retinal Rod Photoreceptor Cells.Rod Cell Outer Segment",A08.800.950.937.670.650.650
Nervous System.Peripheral Nervous System.Sensory Receptor Cells.Thermoreceptors,A08.800.950.968
Nervous System.Synapses,A08.850
Nervous System.Synapses.Electrical Synapses,A08.850.180
Nervous System.Synapses.Neuroeffector Junction,A08.850.550
Nervous System.Synapses.Neuroeffector Junction.Neuromuscular Junction,A08.850.550.550
Nervous System.Synapses.Neuroeffector Junction.Neuromuscular Junction.Motor Endplate,A08.850.550.550.500
Nervous System.Synapses.Presynaptic Terminals,A08.850.700
"Nervous System.Synapses.Presynaptic Terminals.Mossy Fibers, Hippocampal",A08.850.700.500
Nervous System.Synapses.Synaptic Membranes,A08.850.800
Nervous System.Synapses.Synaptic Membranes.Post-Synaptic Density,A08.850.800.500
Nervous System.Synapses.Synaptic Vesicles,A08.850.840
